pokemon_id,pokemon_name,opponent_id,opponent_name,wins,battles,win_probability,wins_majority
1,bulbasaur,74,geodude,20,20,1.0,1
1,bulbasaur,75,graveler,20,20,1.0,1
1,bulbasaur,76,golem,11,20,0.55,1
1,bulbasaur,77,ponyta,0,20,0.0,0
1,bulbasaur,78,rapidash,0,20,0.0,0
1,bulbasaur,79,slowpoke,20,20,1.0,1
1,bulbasaur,80,slowbro,3,20,0.15,0
1,bulbasaur,81,magnemite,19,20,0.95,1
1,bulbasaur,82,magneton,3,20,0.15,0
1,bulbasaur,83,farfetchd,0,20,0.0,0
1,bulbasaur,84,doduo,0,20,0.0,0
1,bulbasaur,85,dodrio,0,20,0.0,0
1,bulbasaur,86,seel,20,20,1.0,1
1,bulbasaur,87,dewgong,0,20,0.0,0
1,bulbasaur,88,grimer,0,20,0.0,0
1,bulbasaur,89,muk,0,20,0.0,0
1,bulbasaur,90,shellder,20,20,1.0,1
1,bulbasaur,91,cloyster,0,20,0.0,0
1,bulbasaur,92,gastly,2,20,0.1,0
1,bulbasaur,93,haunter,0,20,0.0,0
1,bulbasaur,94,gengar,0,20,0.0,0
1,bulbasaur,95,onix,20,20,1.0,1
1,bulbasaur,96,drowzee,0,20,0.0,0
1,bulbasaur,97,hypno,0,20,0.0,0
1,bulbasaur,98,krabby,20,20,1.0,1
1,bulbasaur,99,kingler,20,20,1.0,1
1,bulbasaur,100,voltorb,20,20,1.0,1
1,bulbasaur,101,electrode,11,20,0.55,1
1,bulbasaur,102,exeggcute,18,20,0.9,1
1,bulbasaur,103,exeggutor,0,20,0.0,0
1,bulbasaur,104,cubone,20,20,1.0,1
1,bulbasaur,105,marowak,15,20,0.75,1
1,bulbasaur,106,hitmonlee,0,20,0.0,0
1,bulbasaur,107,hitmonchan,0,20,0.0,0
1,bulbasaur,108,lickitung,0,20,0.0,0
1,bulbasaur,109,koffing,3,20,0.15,0
1,bulbasaur,110,weezing,0,20,0.0,0
1,bulbasaur,111,rhyhorn,20,20,1.0,1
1,bulbasaur,112,rhydon,20,20,1.0,1
1,bulbasaur,113,chansey,6,20,0.3,0
1,bulbasaur,114,tangela,20,20,1.0,1
1,bulbasaur,115,kangaskhan,0,20,0.0,0
1,bulbasaur,116,horsea,20,20,1.0,1
1,bulbasaur,117,seadra,20,20,1.0,1
1,bulbasaur,118,goldeen,20,20,1.0,1
1,bulbasaur,119,seaking,19,20,0.95,1
1,bulbasaur,120,staryu,20,20,1.0,1
1,bulbasaur,121,starmie,0,20,0.0,0
1,bulbasaur,122,mr-mime,0,20,0.0,0
1,bulbasaur,123,scyther,0,20,0.0,0
1,bulbasaur,124,jynx,0,20,0.0,0
1,bulbasaur,125,electabuzz,2,20,0.1,0
1,bulbasaur,126,magmar,0,20,0.0,0
1,bulbasaur,127,pinsir,0,20,0.0,0
1,bulbasaur,128,tauros,0,20,0.0,0
1,bulbasaur,129,magikarp,20,20,1.0,1
1,bulbasaur,130,gyarados,0,20,0.0,0
1,bulbasaur,131,lapras,0,20,0.0,0
1,bulbasaur,132,ditto,11,20,0.55,1
1,bulbasaur,133,eevee,0,20,0.0,0
1,bulbasaur,134,vaporeon,2,20,0.1,0
1,bulbasaur,135,jolteon,0,20,0.0,0
1,bulbasaur,136,flareon,0,20,0.0,0
1,bulbasaur,137,porygon,6,20,0.3,0
1,bulbasaur,138,omanyte,20,20,1.0,1
1,bulbasaur,139,omastar,20,20,1.0,1
1,bulbasaur,140,kabuto,17,20,0.85,1
1,bulbasaur,141,kabutops,2,20,0.1,0
1,bulbasaur,142,aerodactyl,0,20,0.0,0
1,bulbasaur,143,snorlax,0,20,0.0,0
1,bulbasaur,144,articuno,0,20,0.0,0
1,bulbasaur,145,zapdos,0,20,0.0,0
1,bulbasaur,146,moltres,0,20,0.0,0
1,bulbasaur,147,dratini,17,20,0.85,1
1,bulbasaur,148,dragonair,0,20,0.0,0
1,bulbasaur,149,dragonite,0,20,0.0,0
1,bulbasaur,150,mewtwo,0,20,0.0,0
1,bulbasaur,151,mew,0,20,0.0,0
2,ivysaur,1,bulbasaur,20,20,1.0,1
2,ivysaur,3,venusaur,0,20,0.0,0
2,ivysaur,4,charmander,4,20,0.2,0
2,ivysaur,5,charmeleon,0,20,0.0,0
2,ivysaur,6,charizard,0,20,0.0,0
2,ivysaur,7,squirtle,20,20,1.0,1
2,ivysaur,8,wartortle,20,20,1.0,1
2,ivysaur,9,blastoise,20,20,1.0,1
2,ivysaur,10,caterpie,20,20,1.0,1
2,ivysaur,11,metapod,20,20,1.0,1
2,ivysaur,12,butterfree,4,20,0.2,0
2,ivysaur,13,weedle,20,20,1.0,1
2,ivysaur,14,kakuna,20,20,1.0,1
2,ivysaur,15,beedrill,0,20,0.0,0
2,ivysaur,16,pidgey,18,20,0.9,1
2,ivysaur,17,pidgeotto,0,20,0.0,0
2,ivysaur,18,pidgeot,0,20,0.0,0
2,ivysaur,19,rattata,20,20,1.0,1
2,ivysaur,20,raticate,0,20,0.0,0
2,ivysaur,21,spearow,7,20,0.35,0
2,ivysaur,22,fearow,0,20,0.0,0
2,ivysaur,23,ekans,19,20,0.95,1
2,ivysaur,24,arbok,0,20,0.0,0
2,ivysaur,25,pikachu,20,20,1.0,1
2,ivysaur,26,raichu,19,20,0.95,1
2,ivysaur,27,sandshrew,20,20,1.0,1
2,ivysaur,28,sandslash,18,20,0.9,1
2,ivysaur,29,nidoran-f,19,20,0.95,1
2,ivysaur,30,nidorina,2,20,0.1,0
2,ivysaur,31,nidoqueen,0,20,0.0,0
2,ivysaur,32,nidoran-m,17,20,0.85,1
2,ivysaur,33,nidorino,0,20,0.0,0
2,ivysaur,34,nidoking,0,20,0.0,0
2,ivysaur,35,clefairy,20,20,1.0,1
2,ivysaur,36,clefable,4,20,0.2,0
2,ivysaur,37,vulpix,1,20,0.05,0
2,ivysaur,38,ninetales,0,20,0.0,0
2,ivysaur,39,jigglypuff,20,20,1.0,1
2,ivysaur,40,wigglytuff,19,20,0.95,1
2,ivysaur,41,zubat,7,20,0.35,0
2,ivysaur,42,golbat,0,20,0.0,0
2,ivysaur,43,oddish,20,20,1.0,1
2,ivysaur,44,gloom,16,20,0.8,1
2,ivysaur,45,vileplume,0,20,0.0,0
2,ivysaur,46,paras,20,20,1.0,1
2,ivysaur,47,parasect,19,20,0.95,1
2,ivysaur,48,venonat,8,20,0.4,0
2,ivysaur,49,venomoth,0,20,0.0,0
2,ivysaur,50,diglett,20,20,1.0,1
2,ivysaur,51,dugtrio,16,20,0.8,1
2,ivysaur,52,meowth,18,20,0.9,1
2,ivysaur,53,persian,6,20,0.3,0
2,ivysaur,54,psyduck,20,20,1.0,1
2,ivysaur,55,golduck,20,20,1.0,1
2,ivysaur,56,mankey,19,20,0.95,1
2,ivysaur,57,primeape,8,20,0.4,0
2,ivysaur,58,growlithe,10,20,0.5,0
2,ivysaur,59,arcanine,0,20,0.0,0
2,ivysaur,60,poliwag,20,20,1.0,1
2,ivysaur,61,poliwhirl,20,20,1.0,1
2,ivysaur,62,poliwrath,20,20,1.0,1
2,ivysaur,63,abra,0,20,0.0,0
2,ivysaur,64,kadabra,0,20,0.0,0
2,ivysaur,65,alakazam,0,20,0.0,0
2,ivysaur,66,machop,20,20,1.0,1
2,ivysaur,67,machoke,20,20,1.0,1
2,ivysaur,68,machamp,6,20,0.3,0
2,ivysaur,69,bellsprout,20,20,1.0,1
2,ivysaur,70,weepinbell,10,20,0.5,0
2,ivysaur,71,victreebel,0,20,0.0,0
2,ivysaur,72,tentacool,17,20,0.85,1
2,ivysaur,73,tentacruel,0,20,0.0,0
2,ivysaur,74,geodude,20,20,1.0,1
2,ivysaur,75,graveler,20,20,1.0,1
2,ivysaur,76,golem,20,20,1.0,1
2,ivysaur,77,ponyta,1,20,0.05,0
2,ivysaur,78,rapidash,0,20,0.0,0
2,ivysaur,79,slowpoke,20,20,1.0,1
2,ivysaur,80,slowbro,5,20,0.25,0
2,ivysaur,81,magnemite,20,20,1.0,1
2,ivysaur,82,magneton,20,20,1.0,1
2,ivysaur,83,farfetchd,1,20,0.05,0
2,ivysaur,84,doduo,0,20,0.0,0
2,ivysaur,85,dodrio,0,20,0.0,0
2,ivysaur,86,seel,20,20,1.0,1
2,ivysaur,87,dewgong,2,20,0.1,0
2,ivysaur,88,grimer,0,20,0.0,0
2,ivysaur,89,muk,0,20,0.0,0
2,ivysaur,90,shellder,20,20,1.0,1
2,ivysaur,91,cloyster,19,20,0.95,1
2,ivysaur,92,gastly,20,20,1.0,1
2,ivysaur,93,haunter,2,20,0.1,0
2,ivysaur,94,gengar,0,20,0.0,0
2,ivysaur,95,onix,20,20,1.0,1
2,ivysaur,96,drowzee,10,20,0.5,0
2,ivysaur,97,hypno,0,20,0.0,0
2,ivysaur,98,krabby,20,20,1.0,1
2,ivysaur,99,kingler,20,20,1.0,1
2,ivysaur,100,voltorb,20,20,1.0,1
2,ivysaur,101,electrode,15,20,0.75,1
2,ivysaur,102,exeggcute,20,20,1.0,1
2,ivysaur,103,exeggutor,0,20,0.0,0
2,ivysaur,104,cubone,20,20,1.0,1
2,ivysaur,105,marowak,18,20,0.9,1
2,ivysaur,106,hitmonlee,1,20,0.05,0
2,ivysaur,107,hitmonchan,4,20,0.2,0
2,ivysaur,108,lickitung,17,20,0.85,1
2,ivysaur,109,koffing,14,20,0.7,1
2,ivysaur,110,weezing,0,20,0.0,0
2,ivysaur,111,rhyhorn,20,20,1.0,1
2,ivysaur,112,rhydon,20,20,1.0,1
2,ivysaur,113,chansey,20,20,1.0,1
2,ivysaur,114,tangela,20,20,1.0,1
2,ivysaur,115,kangaskhan,0,20,0.0,0
2,ivysaur,116,horsea,20,20,1.0,1
2,ivysaur,117,seadra,20,20,1.0,1
2,ivysaur,118,goldeen,20,20,1.0,1
2,ivysaur,119,seaking,20,20,1.0,1
2,ivysaur,120,staryu,20,20,1.0,1
2,ivysaur,121,starmie,1,20,0.05,0
2,ivysaur,122,mr-mime,0,20,0.0,0
2,ivysaur,123,scyther,0,20,0.0,0
2,ivysaur,124,jynx,0,20,0.0,0
2,ivysaur,125,electabuzz,16,20,0.8,1
2,ivysaur,126,magmar,0,20,0.0,0
2,ivysaur,127,pinsir,0,20,0.0,0
2,ivysaur,128,tauros,0,20,0.0,0
2,ivysaur,129,magikarp,20,20,1.0,1
2,ivysaur,130,gyarados,0,20,0.0,0
2,ivysaur,131,lapras,2,20,0.1,0
2,ivysaur,132,ditto,20,20,1.0,1
2,ivysaur,133,eevee,20,20,1.0,1
2,ivysaur,134,vaporeon,13,20,0.65,1
2,ivysaur,135,jolteon,15,20,0.75,1
2,ivysaur,136,flareon,0,20,0.0,0
2,ivysaur,137,porygon,18,20,0.9,1
2,ivysaur,138,omanyte,20,20,1.0,1
2,ivysaur,139,omastar,20,20,1.0,1
2,ivysaur,140,kabuto,20,20,1.0,1
2,ivysaur,141,kabutops,15,20,0.75,1
2,ivysaur,142,aerodactyl,0,20,0.0,0
2,ivysaur,143,snorlax,0,20,0.0,0
2,ivysaur,144,articuno,0,20,0.0,0
2,ivysaur,145,zapdos,0,20,0.0,0
2,ivysaur,146,moltres,0,20,0.0,0
2,ivysaur,147,dratini,20,20,1.0,1
2,ivysaur,148,dragonair,5,20,0.25,0
2,ivysaur,149,dragonite,0,20,0.0,0
2,ivysaur,150,mewtwo,0,20,0.0,0
2,ivysaur,151,mew,0,20,0.0,0
3,venusaur,1,bulbasaur,20,20,1.0,1
3,venusaur,2,ivysaur,20,20,1.0,1
3,venusaur,4,charmander,20,20,1.0,1
3,venusaur,5,charmeleon,11,20,0.55,1
3,venusaur,6,charizard,0,20,0.0,0
3,venusaur,7,squirtle,20,20,1.0,1
3,venusaur,8,wartortle,20,20,1.0,1
3,venusaur,9,blastoise,20,20,1.0,1
3,venusaur,10,caterpie,20,20,1.0,1
3,venusaur,11,metapod,20,20,1.0,1
3,venusaur,12,butterfree,20,20,1.0,1
3,venusaur,13,weedle,20,20,1.0,1
3,venusaur,14,kakuna,20,20,1.0,1
3,venusaur,15,beedrill,18,20,0.9,1
3,venusaur,16,pidgey,20,20,1.0,1
3,venusaur,17,pidgeotto,19,20,0.95,1
3,venusaur,18,pidgeot,0,20,0.0,0
3,venusaur,19,rattata,20,20,1.0,1
3,venusaur,20,raticate,14,20,0.7,1
3,venusaur,21,spearow,20,20,1.0,1
3,venusaur,22,fearow,1,20,0.05,0
3,venusaur,23,ekans,20,20,1.0,1
3,venusaur,24,arbok,3,20,0.15,0
3,venusaur,25,pikachu,20,20,1.0,1
3,venusaur,26,raichu,20,20,1.0,1
3,venusaur,27,sandshrew,20,20,1.0,1
3,venusaur,28,sandslash,20,20,1.0,1
3,venusaur,29,nidoran-f,20,20,1.0,1
3,venusaur,30,nidorina,19,20,0.95,1
3,venusaur,31,nidoqueen,16,20,0.8,1
3,venusaur,32,nidoran-m,20,20,1.0,1
3,venusaur,33,nidorino,20,20,1.0,1
3,venusaur,34,nidoking,7,20,0.35,0
3,venusaur,35,clefairy,20,20,1.0,1
3,venusaur,36,clefable,19,20,0.95,1
3,venusaur,37,vulpix,20,20,1.0,1
3,venusaur,38,ninetales,0,20,0.0,0
3,venusaur,39,jigglypuff,20,20,1.0,1
3,venusaur,40,wigglytuff,19,20,0.95,1
3,venusaur,41,zubat,20,20,1.0,1
3,venusaur,42,golbat,0,20,0.0,0
3,venusaur,43,oddish,20,20,1.0,1
3,venusaur,44,gloom,20,20,1.0,1
3,venusaur,45,vileplume,19,20,0.95,1
3,venusaur,46,paras,20,20,1.0,1
3,venusaur,47,parasect,20,20,1.0,1
3,venusaur,48,venonat,17,20,0.85,1
3,venusaur,49,venomoth,2,20,0.1,0
3,venusaur,50,diglett,20,20,1.0,1
3,venusaur,51,dugtrio,20,20,1.0,1
3,venusaur,52,meowth,20,20,1.0,1
3,venusaur,53,persian,19,20,0.95,1
3,venusaur,54,psyduck,20,20,1.0,1
3,venusaur,55,golduck,20,20,1.0,1
3,venusaur,56,mankey,20,20,1.0,1
3,venusaur,57,primeape,20,20,1.0,1
3,venusaur,58,growlithe,18,20,0.9,1
3,venusaur,59,arcanine,0,20,0.0,0
3,venusaur,60,poliwag,20,20,1.0,1
3,venusaur,61,poliwhirl,20,20,1.0,1
3,venusaur,62,poliwrath,20,20,1.0,1
3,venusaur,63,abra,11,20,0.55,1
3,venusaur,64,kadabra,2,20,0.1,0
3,venusaur,65,alakazam,0,20,0.0,0
3,venusaur,66,machop,20,20,1.0,1
3,venusaur,67,machoke,20,20,1.0,1
3,venusaur,68,machamp,20,20,1.0,1
3,venusaur,69,bellsprout,20,20,1.0,1
3,venusaur,70,weepinbell,20,20,1.0,1
3,venusaur,71,victreebel,17,20,0.85,1
3,venusaur,72,tentacool,20,20,1.0,1
3,venusaur,73,tentacruel,4,20,0.2,0
3,venusaur,74,geodude,20,20,1.0,1
3,venusaur,75,graveler,20,20,1.0,1
3,venusaur,76,golem,20,20,1.0,1
3,venusaur,77,ponyta,12,20,0.6,1
3,venusaur,78,rapidash,1,20,0.05,0
3,venusaur,79,slowpoke,20,20,1.0,1
3,venusaur,80,slowbro,19,20,0.95,1
3,venusaur,81,magnemite,20,20,1.0,1
3,venusaur,82,magneton,20,20,1.0,1
3,venusaur,83,farfetchd,19,20,0.95,1
3,venusaur,84,doduo,19,20,0.95,1
3,venusaur,85,dodrio,1,20,0.05,0
3,venusaur,86,seel,20,20,1.0,1
3,venusaur,87,dewgong,20,20,1.0,1
3,venusaur,88,grimer,20,20,1.0,1
3,venusaur,89,muk,0,20,0.0,0
3,venusaur,90,shellder,20,20,1.0,1
3,venusaur,91,cloyster,20,20,1.0,1
3,venusaur,92,gastly,20,20,1.0,1
3,venusaur,93,haunter,19,20,0.95,1
3,venusaur,94,gengar,4,20,0.2,0
3,venusaur,95,onix,20,20,1.0,1
3,venusaur,96,drowzee,18,20,0.9,1
3,venusaur,97,hypno,0,20,0.0,0
3,venusaur,98,krabby,20,20,1.0,1
3,venusaur,99,kingler,20,20,1.0,1
3,venusaur,100,voltorb,20,20,1.0,1
3,venusaur,101,electrode,20,20,1.0,1
3,venusaur,102,exeggcute,20,20,1.0,1
3,venusaur,103,exeggutor,18,20,0.9,1
3,venusaur,104,cubone,20,20,1.0,1
3,venusaur,105,marowak,20,20,1.0,1
3,venusaur,106,hitmonlee,16,20,0.8,1
3,venusaur,107,hitmonchan,20,20,1.0,1
3,venusaur,108,lickitung,20,20,1.0,1
3,venusaur,109,koffing,20,20,1.0,1
3,venusaur,110,weezing,4,20,0.2,0
3,venusaur,111,rhyhorn,20,20,1.0,1
3,venusaur,112,rhydon,20,20,1.0,1
3,venusaur,113,chansey,20,20,1.0,1
3,venusaur,114,tangela,20,20,1.0,1
3,venusaur,115,kangaskhan,4,20,0.2,0
3,venusaur,116,horsea,20,20,1.0,1
3,venusaur,117,seadra,20,20,1.0,1
3,venusaur,118,goldeen,20,20,1.0,1
3,venusaur,119,seaking,20,20,1.0,1
3,venusaur,120,staryu,20,20,1.0,1
3,venusaur,121,starmie,14,20,0.7,1
3,venusaur,122,mr-mime,0,20,0.0,0
3,venusaur,123,scyther,0,20,0.0,0
3,venusaur,124,jynx,0,20,0.0,0
3,venusaur,125,electabuzz,20,20,1.0,1
3,venusaur,126,magmar,4,20,0.2,0
3,venusaur,127,pinsir,0,20,0.0,0
3,venusaur,128,tauros,12,20,0.6,1
3,venusaur,129,magikarp,20,20,1.0,1
3,venusaur,130,gyarados,0,20,0.0,0
3,venusaur,131,lapras,19,20,0.95,1
3,venusaur,132,ditto,20,20,1.0,1
3,venusaur,133,eevee,20,20,1.0,1
3,venusaur,134,vaporeon,20,20,1.0,1
3,venusaur,135,jolteon,18,20,0.9,1
3,venusaur,136,flareon,20,20,1.0,1
3,venusaur,137,porygon,20,20,1.0,1
3,venusaur,138,omanyte,20,20,1.0,1
3,venusaur,139,omastar,20,20,1.0,1
3,venusaur,140,kabuto,20,20,1.0,1
3,venusaur,141,kabutops,20,20,1.0,1
3,venusaur,142,aerodactyl,0,20,0.0,0
3,venusaur,143,snorlax,0,20,0.0,0
3,venusaur,144,articuno,0,20,0.0,0
3,venusaur,145,zapdos,0,20,0.0,0
3,venusaur,146,moltres,0,20,0.0,0
3,venusaur,147,dratini,20,20,1.0,1
3,venusaur,148,dragonair,20,20,1.0,1
3,venusaur,149,dragonite,0,20,0.0,0
3,venusaur,150,mewtwo,0,20,0.0,0
3,venusaur,151,mew,0,20,0.0,0
4,charmander,1,bulbasaur,20,20,1.0,1
4,charmander,2,ivysaur,20,20,1.0,1
4,charmander,3,venusaur,0,20,0.0,0
4,charmander,5,charmeleon,0,20,0.0,0
4,charmander,6,charizard,0,20,0.0,0
4,charmander,7,squirtle,0,20,0.0,0
4,charmander,8,wartortle,0,20,0.0,0
4,charmander,9,blastoise,0,20,0.0,0
4,charmander,10,caterpie,20,20,1.0,1
4,charmander,11,metapod,20,20,1.0,1
4,charmander,12,butterfree,2,20,0.1,0
4,charmander,13,weedle,20,20,1.0,1
4,charmander,14,kakuna,20,20,1.0,1
4,charmander,15,beedrill,4,20,0.2,0
4,charmander,16,pidgey,19,20,0.95,1
4,charmander,17,pidgeotto,1,20,0.05,0
4,charmander,18,pidgeot,0,20,0.0,0
4,charmander,19,rattata,3,20,0.15,0
4,charmander,20,raticate,0,20,0.0,0
4,charmander,21,spearow,3,20,0.15,0
4,charmander,22,fearow,0,20,0.0,0
4,charmander,23,ekans,17,20,0.85,1
4,charmander,24,arbok,0,20,0.0,0
4,charmander,25,pikachu,3,20,0.15,0
4,charmander,26,raichu,0,20,0.0,0
4,charmander,27,sandshrew,3,20,0.15,0
4,charmander,28,sandslash,0,20,0.0,0
4,charmander,29,nidoran-f,19,20,0.95,1
4,charmander,30,nidorina,4,20,0.2,0
4,charmander,31,nidoqueen,0,20,0.0,0
4,charmander,32,nidoran-m,18,20,0.9,1
4,charmander,33,nidorino,4,20,0.2,0
4,charmander,34,nidoking,0,20,0.0,0
4,charmander,35,clefairy,4,20,0.2,0
4,charmander,36,clefable,0,20,0.0,0
4,charmander,37,vulpix,7,20,0.35,0
4,charmander,38,ninetales,0,20,0.0,0
4,charmander,39,jigglypuff,20,20,1.0,1
4,charmander,40,wigglytuff,0,20,0.0,0
4,charmander,41,zubat,17,20,0.85,1
4,charmander,42,golbat,0,20,0.0,0
4,charmander,43,oddish,19,20,0.95,1
4,charmander,44,gloom,17,20,0.85,1
4,charmander,45,vileplume,20,20,1.0,1
4,charmander,46,paras,20,20,1.0,1
4,charmander,47,parasect,20,20,1.0,1
4,charmander,48,venonat,17,20,0.85,1
4,charmander,49,venomoth,0,20,0.0,0
4,charmander,50,diglett,0,20,0.0,0
4,charmander,51,dugtrio,0,20,0.0,0
4,charmander,52,meowth,0,20,0.0,0
4,charmander,53,persian,0,20,0.0,0
4,charmander,54,psyduck,0,20,0.0,0
4,charmander,55,golduck,0,20,0.0,0
4,charmander,56,mankey,3,20,0.15,0
4,charmander,57,primeape,0,20,0.0,0
4,charmander,58,growlithe,8,20,0.4,0
4,charmander,59,arcanine,0,20,0.0,0
4,charmander,60,poliwag,0,20,0.0,0
4,charmander,61,poliwhirl,0,20,0.0,0
4,charmander,62,poliwrath,0,20,0.0,0
4,charmander,63,abra,1,20,0.05,0
4,charmander,64,kadabra,0,20,0.0,0
4,charmander,65,alakazam,0,20,0.0,0
4,charmander,66,machop,17,20,0.85,1
4,charmander,67,machoke,0,20,0.0,0
4,charmander,68,machamp,0,20,0.0,0
4,charmander,69,bellsprout,20,20,1.0,1
4,charmander,70,weepinbell,19,20,0.95,1
4,charmander,71,victreebel,0,20,0.0,0
4,charmander,72,tentacool,0,20,0.0,0
4,charmander,73,tentacruel,0,20,0.0,0
4,charmander,74,geodude,0,20,0.0,0
4,charmander,75,graveler,0,20,0.0,0
4,charmander,76,golem,0,20,0.0,0
4,charmander,77,ponyta,2,20,0.1,0
4,charmander,78,rapidash,0,20,0.0,0
4,charmander,79,slowpoke,0,20,0.0,0
4,charmander,80,slowbro,0,20,0.0,0
4,charmander,81,magnemite,19,20,0.95,1
4,charmander,82,magneton,0,20,0.0,0
4,charmander,83,farfetchd,0,20,0.0,0
4,charmander,84,doduo,1,20,0.05,0
4,charmander,85,dodrio,0,20,0.0,0
4,charmander,86,seel,0,20,0.0,0
4,charmander,87,dewgong,0,20,0.0,0
4,charmander,88,grimer,3,20,0.15,0
4,charmander,89,muk,0,20,0.0,0
4,charmander,90,shellder,15,20,0.75,1
4,charmander,91,cloyster,0,20,0.0,0
4,charmander,92,gastly,15,20,0.75,1
4,charmander,93,haunter,0,20,0.0,0
4,charmander,94,gengar,0,20,0.0,0
4,charmander,95,onix,0,20,0.0,0
4,charmander,96,drowzee,7,20,0.35,0
4,charmander,97,hypno,0,20,0.0,0
4,charmander,98,krabby,17,20,0.85,1
4,charmander,99,kingler,0,20,0.0,0
4,charmander,100,voltorb,1,20,0.05,0
4,charmander,101,electrode,0,20,0.0,0
4,charmander,102,exeggcute,20,20,1.0,1
4,charmander,103,exeggutor,3,20,0.15,0
4,charmander,104,cubone,3,20,0.15,0
4,charmander,105,marowak,0,20,0.0,0
4,charmander,106,hitmonlee,0,20,0.0,0
4,charmander,107,hitmonchan,0,20,0.0,0
4,charmander,108,lickitung,0,20,0.0,0
4,charmander,109,koffing,20,20,1.0,1
4,charmander,110,weezing,0,20,0.0,0
4,charmander,111,rhyhorn,0,20,0.0,0
4,charmander,112,rhydon,0,20,0.0,0
4,charmander,113,chansey,6,20,0.3,0
4,charmander,114,tangela,20,20,1.0,1
4,charmander,115,kangaskhan,0,20,0.0,0
4,charmander,116,horsea,0,20,0.0,0
4,charmander,117,seadra,0,20,0.0,0
4,charmander,118,goldeen,1,20,0.05,0
4,charmander,119,seaking,0,20,0.0,0
4,charmander,120,staryu,0,20,0.0,0
4,charmander,121,starmie,0,20,0.0,0
4,charmander,122,mr-mime,0,20,0.0,0
